username,channel,message
kipseu,#jinnytty,KL unstable coz of 5G Upgrades Sadge
oriannagrrande,#loltyler1,WU KONG
zzendu,#loltyler1,LUL
nlghtxhawk,#loltyler1,ff 15
gideongodnuts,#loltyler1,Sadge
adrian_87_,#jinnytty,4WeirdW buy him gf
ibasicks,#loltyler1,KEKW
mommystrel,#loltyler1,Rip
cosmotality,#loltyler1,ff15
bigbrother_gigachad,#loltyler1,monkaX ff
moe7md,#loltyler1,nt
darthlly,#jinnytty,GIGACHAD Doesn't need one
ryhpez,#jinnytty,jinny preying on GIGACHAD KEKW
silcogr,#loltyler1,monkerS
smshby_,#loltyler1,AYAYA EEP
che_paulin5_5,#jinnytty,Boyfriend??
zenmonk9153,#jinnytty,BE HIS GF
remushaias,#loltyler1,monkey
archer_staynight,#loltyler1,KEKW
parbada,#jinnytty,"no gf, but wife"
aashas_,#loltyler1,FeelsDankMan
k_u_p,#jinnytty,What about girlfriends ?
memols,#loltyler1,MONKE
ayayas_rise____,#loltyler1,jg diff
andrewwwwn,#jinnytty,Be his wingman Jinny
andy_oce,#loltyler1,@ArcticDrake ty
foker01,#loltyler1,KEKW
jinggo900,#jinnytty,give us his IG please
mangofarmergoose,#loltyler1,!opgg
fossabot,#loltyler1,@mangofarmergoose https://www.op.gg/summoners/kr/BIG%20TONKA%20T
leang___,#jinnytty,Asked him how to pronounce the word Peneng
precisionglock43,#jinnytty,Sadge introduce to sister
newstorycz,#loltyler1,KEKW Free points for doubters
mparmpabrillios,#loltyler1,FF
xntyr,#jinnytty,NOT YET
suspiciouschatter123,#loltyler1,ff15
littleman217,#loltyler1,!rank
ace_s7,#loltyler1,pebeh
pixelnites,#loltyler1,AYAYA ATTENTION CHAT: AYAYA We have a Guinness World Record judge here with us today. AYAYA Lets set the world record for most cuties in chat together! Arigato! AYAYA <3 <3
driver1036,#jinnytty,you need him for every hike from now on
sunghoa97828,#jinnytty,coconut cake? got it
braffen,#loltyler1,Good fight!!
doin_mystyle_ofsumo,#jinnytty,INTRODUCE YUGGIE?
helium336,#jinnytty,"IF KACANG DONT HAVE GF, CHAT DONT HAVE ANY CHANCE KEKW"
orangedeity,#loltyler1,ROFLMAO
fossabot,#loltyler1,"@LittleMan217, ACCOUNTS: BIG TONKA T is currently Master I 78 LP"
leon_ett,#loltyler1,NICEEEEEE FLAAASSHHH
wagatta,#loltyler1,monkaX
sheikh0asad,#loltyler1,This nami is cracked
mokha218,#loltyler1,o no
thedudeishere99,#loltyler1,BigBrother
agent_alpaca,#loltyler1,Sadge
jvooxo,#loltyler1,15
myfz_,#jinnytty,poor kacang
mesh_17,#jinnytty,MmmHmm
remushaias,#loltyler1,the monkey
bigbywoif,#loltyler1,ff time
hikariluan2,#loltyler1,@andy_oce Tarzan has lost his mental. Pray for him to come back with better mental I guess. I watched his last stream and it was pretty rough
leseanz,#jinnytty,GurlFriend?
elciupakabraa,#loltyler1,mad?
emptyhand0,#loltyler1,AYAYA Clap lets go TONKA T
cepheusgg,#jinnytty,rent him gf
combatwombat21,#loltyler1,!rank
moromagdi,#loltyler1,pugPls FEARLESS
atrocities0,#loltyler1,BACK TO D3 BigBrother BACK TO D3 BigBrother BACK TO D3 BigBrother BACK TO D3 BigBrother BACK TO D3 BigBrother BACK TO D3 BigBrother BACK TO D3 BigBrother BACK TO D3 BigBrother
reowmeow,#jinnytty,YEP
sebastianyvr,#jinnytty,Bill Gates
kloud7_,#jinnytty,WhatChamp you dont read news?
haruiswaifu,#jinnytty,YEP 󠀀
yvan_nix,#jinnytty,watch the news time to time LULW
clockiedown,#jinnytty,yup
kevke337,#jinnytty,its not
zulul24,#jinnytty,YEP
jeffrey6301,#jinnytty,PepeLaugh
udk3_dev,#jinnytty,monkey pox is the worse
darthlly,#jinnytty,YEP Europe is epicentre
windflower,#jinnytty,not pandemic yet
shaneh87,#jinnytty,google it then
ekck84,#jinnytty,Stuck in Malaysia
montanaburnedfish,#jinnytty,Yes next big pandemic
ap2dan,#jinnytty,Bs
happyfluffyteddy,#jinnytty,we are over it
furyhawk,#jinnytty,google it
nooobieeeeeee,#jinnytty,YEP monke
anonymouschicken,#jinnytty,monkaW
michaeltth,#jinnytty,YEP old one wasn't scaring ppl enough anymore
themetanaut,#jinnytty,Jebaited
kczhao,#jinnytty,FR
legittaxi,#jinnytty,Future update YEP
realdevi,#jinnytty,double it PagMan
noobasfeed,#jinnytty,YEP
solidushk,#jinnytty,YEP
james_broken_heart,#jinnytty,YEP
gateway22x,#jinnytty,it never ends.......
ronaldweewee,#jinnytty,"YES JINNY, RUN!!"
wlajawls,#jinnytty,에이즈급 전염병임 지금
xiangkekleo,#jinnytty,@Jinnytty In Europe KEKL
bladewinder,#jinnytty,walk away from monkeys
bmx_74,#jinnytty,Remember to shakehand the monkey jinny
jondoni,#jinnytty,Its not pandemic
maris192,#jinnytty,PepeLaugh
jtekprimo2,#jinnytty,read a newspaper
adrian_87_,#jinnytty,PepeLaugh
playlife20,#jinnytty,WE STILL HAVE NEW ONE
wrayckage,#jinnytty,PepeLaugh
hl33t,#jinnytty,run
blackfire6690,#jinnytty,Yes. Pay attention
adam_2_0_2_2,#jinnytty,PepeLaugh  yes and you feed them
reeburn,#jinnytty,not pandemic
roronoa296,#jinnytty,its not because of monkey lulw
shurraig,#loltyler1,q modCheck
awhfy,#jinnytty,YEP 󠀀
m00min,#jinnytty,i know
grimgorgri,#jinnytty,KKonaW damn right we are
valakino,#loltyler1,KEKW
aldomondo,#jinnytty,these mfs in labs going too far
zay_ih,#jinnytty,YEP New Problem
sirboo18,#loltyler1,q
jemssins,#jinnytty,really ?
falkensomehowrich,#loltyler1,KEKW
lloydshinning,#jinnytty,new era of virus
nevernothungover,#jinnytty,Its not a pandemic
planeswerecool,#jinnytty,Its from Africa dont worry
kuroxxu,#jinnytty,it is all over the news
blackmarketzyra,#loltyler1,hello father @imls Smartge
wpcomposite,#jinnytty,monkey pox!!
fat7cat7,#jinnytty,its not
tasteavocado,#loltyler1,@imls
dontgiftme,#jinnytty,fortunately it's less infectious
cressdaddyy,#loltyler1,insane
realdevi,#jinnytty,double it PagMan two pandemics
stalys_,#loltyler1,PepeLaugh 👉 💎
antibloptique,#jinnytty,yes dont fuck with monkey
mischief0u5,#jinnytty,PepeLaugh Clueless
skysage,#jinnytty,EU got a ton of cases
tingloon15,#jinnytty,Yep
bababooian,#jinnytty,Yes
yurian69,#jinnytty,Clueless
meyern3,#jinnytty,world never rests
derf23,#jinnytty,its not a pandamic
yakitorii87,#jinnytty,YEP next one coming up
twowees,#loltyler1,Kai'Sa ?
ibiie,#jinnytty,NotLikeThis NotLikeThis
v2rey,#jinnytty,Clueless
jakjakfan,#loltyler1,?
e90o,#loltyler1,@magnumdong14 no one is watching that trash
txxshi,#jinnytty,"It's not in pandemic stage yet, chat is stupid"
mattakuuuu,#jinnytty,YEP Real
driver1036,#jinnytty,it's not airborne though
leagueenj0yer,#loltyler1,Q KEKW
sauveli,#jinnytty,VoteYea
stussy1223,#jinnytty,New spreading disease
somesteakslol,#loltyler1,D1 incoming? LULW
sunghoa97828,#jinnytty,웃기는 소리 퍼트리지좀 마라 이것들아
voidscope,#loltyler1,remake lame
rays88888,#jinnytty,Skin Pandemic
sidadenizc,#loltyler1,Q
artificial_kind,#jinnytty,monkaW patient zero 👉 PogJamp !
aahniky,#jinnytty,yyjYEP yyjYEP yyjYEP
jackinspirit,#jinnytty,in Europe
leang___,#jinnytty,not pandemic
awhfy,#jinnytty,PepeLaugh
winterreise1988,#jinnytty,gugu it
martixsy,#loltyler1,!rank
stadiapropants,#jinnytty,its airborne too jokrdKEKW no joke
fossabot,#loltyler1,"@martixsy, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
realdevi,#jinnytty,double  it PagMan two pandemics
jvooxo,#loltyler1,?
aemiom,#loltyler1,@blue_T_T HandsUp HandsUp HandsUp
edin_gal,#jinnytty,Aware
endorama_0,#loltyler1,PepeLaugh here we go
lycond2,#jinnytty,monkey pox is not airborne dont worry
solidushk,#jinnytty,ETERNAL PANDEMIC YEP
rektlesstoones,#jinnytty,RUN RUN RUN RUN
pissbeard,#loltyler1,LULW
iguna_jo,#jinnytty,its all over the news
hotnfoamy,#jinnytty,it aint real KKonaW
c0zyk1d,#jinnytty,NEW VACCINE YEP
kofupoka__,#jinnytty,its a old one from years ago that came back
weirdflexbutokayyy,#jinnytty,another one
xcactus_senpaix,#loltyler1,if kaisa afk gimme points back
happyfluffyteddy,#jinnytty,well I'm over it
xiaolu87,#jinnytty,ready for new jab KEKW
stormdance,#loltyler1,uh oh
helloo69420,#jinnytty,yyjRun
cubball,#loltyler1,only players who do this irl win games PotFriend
philipsim42,#jinnytty,Clueless
zorachs,#jinnytty,Clueless
liakify,#jinnytty,new pandemics dont wait for oldones to be done LUL
rektlesstoones,#jinnytty,RUN RUN
peter_hexen,#jinnytty,PepoDetect
jondoni,#jinnytty,not pandemic
ferapont,#jinnytty,"ah shit, here we go again"
skysage,#jinnytty,good luck with subathon
yurian69,#jinnytty,Aware
a_money_moose_eu,#jinnytty,Davos needs more money
tagwised,#jinnytty,MONKEY POX IS REAL
dezure,#jinnytty,bro monkeypox beware jinny PepeLaugh
snappygr,#jinnytty,pandemic 3.0
mischief0u5,#jinnytty,PepeLaugh she doesnt know
supercazual,#jinnytty,A lot of cases in eu
law_eth,#jinnytty,BatChest #FullyVaxxed
shadowauron,#loltyler1,TTours
covidsupreme55,#jinnytty,KKonaW FAKE KKonaW FAKE
elseworld_oce,#loltyler1,@magnumdong14 T1 already played earlier today
al_alfin,#jinnytty,chiken pox lol
dismayye,#loltyler1,!uptime
rektlesstoones,#jinnytty,RUN RUN RUN RUN RUN
zoke3,#loltyler1,TTours
haikoura,#loltyler1,YEP COCK
4head1234,#jinnytty,new disease
goolyganges,#loltyler1,close :)
coteyfourtwenty,#jinnytty,"by touch, not airborne"
igod18,#jinnytty,monkey virus......biden said it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
pogchoptiktok,#jinnytty,someone must have gacchi a monkey
kipseu,#jinnytty,THE END TIMES LULW
jorgrim,#jinnytty,YEP get ready
clockiedown,#jinnytty,there is 1 case in Australia
leeppak_,#jinnytty,deadly plague YEP
xprocyon_typea,#jinnytty,"news are everywhere , monkey pandamic"
jotaost,#jinnytty,monky erupcions
jelemiah_,#jinnytty,another pandemic PagMan
shawty3509,#jinnytty,Elite is fast these days..
mesh_17,#jinnytty,PepeLaugh read news you Pepega
miraiii666,#jinnytty,MONKE POX MAKE U BECOME MONKE
elegs,#jinnytty,baby widepeepoHappy
balanarxt,#jinnytty,NOT PANDEMIC YET
aahniky,#jinnytty,never ending pandemic yyjYEP yyjYEP
che_paulin5_5,#jinnytty,5 min and they will begin throwing shit on u
udk3_dev,#jinnytty,god damm monkies
mafuyui,#loltyler1,BigBrother
darthlly,#jinnytty,YEP Starting in Europe
robop08,#jinnytty,"It isn't a pandemic, it's just if people aren't careful"
rektlesstoones,#jinnytty,RUN RUN RUN RUN RUN RUN RUN
squidcub,#loltyler1,PotFriend
adam_2_0_2_2,#jinnytty,v3
nyxphaq,#loltyler1,!op.gg
thenut95,#loltyler1,PotFriend
doin_mystyle_ofsumo,#jinnytty,CUTE
fossabot,#loltyler1,@NyxPhaq https://www.op.gg/summoners/kr/BIG%20TONKA%20T
nazzor25,#jinnytty,QUARANTINE THIS WOMAN
emissole,#loltyler1,!rank
skysage,#jinnytty,yes
adrian_87_,#jinnytty,We’re ficked NotLikeThis
fat7cat7,#jinnytty,No
bababooian,#jinnytty,Yes Americans have it
dem0nicus,#jinnytty,in europe and emrica
driver1036,#jinnytty,no
fossabot,#loltyler1,"@emissole, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
hcipro,#jinnytty,"Monkeypox is sexually transmitted, you're safe guys"
awhfy,#jinnytty,do NOT fuck them
wlajawls,#jinnytty,에이즈급 질병 하나 새로나옴 원숭이때매
juggre,#jinnytty,no
evissa_nsg,#jinnytty,Yep true
millennialgodfather,#jinnytty,idk
gateway22x,#jinnytty,yes
blessclb,#loltyler1,!RANK
jondoni,#jinnytty,no
astesia__,#loltyler1,PepeLaugh
jemssins,#jinnytty,omg pandemic 3.0 ?
planeswerecool,#jinnytty,No
caliboy666,#jinnytty,Not a pandemic
bacononcake,#loltyler1,!rank
playlife20,#jinnytty,YEP
dontgiftme,#jinnytty,it's easier to contain tho
mistab0nes,#jinnytty,just don't get fucked by a monkey
airlin88,#jinnytty,Monkey Pox is the latest trend
heartsylub,#jinnytty,CoolStoryBob LUL CoolStoryBob CoolStoryBob
mesh_17,#jinnytty,PepeLaugh  read news you Pepega
kipseu,#jinnytty,NAH
xrandolax,#loltyler1,BigBrother
yvan_nix,#jinnytty,a new scam
neverdono,#jinnytty,stop messing with the monkeys and just go
spectatornox,#jinnytty,NO its not bad
predatoracerz,#loltyler1,Just dropped 50% of my fucking food FeelsStrongMan  PianoTime
realdevi,#jinnytty,double it PagMan two pandemics PagMan its in 15 countries already
lloydshinning,#jinnytty,worse
mafuyui,#loltyler1,BigBrother with that being said
k_i_n_d_r_e_d,#loltyler1,PotFriend
utubesux1,#jinnytty,no
reggiesroom,#loltyler1,lets go D.D
derf23,#jinnytty,"No, its not fatal"
tagwised,#jinnytty,yeah
ibasicks,#loltyler1,KEKW
kernooi15,#jinnytty,ITS A VIRUS TRANSMITTED THROUGH SEX
kipseu,#jinnytty,Nah
frink108,#jinnytty,no its not
ip6h,#loltyler1,catJAM 2/4 MUSICA catJAM 2/4 MUSICA catJAM 2/4 MUSICA catJAM 2/4 MUSICA catJAM 2/4 MUSICA catJAM 2/4 MUSICA catJAM 2/4 MUSICA catJAM 2/4 MUSICA
sidadenizc,#loltyler1,BIG TONKA TEA PotFriend
che_paulin5_5,#jinnytty,5 min and they will begin throwing shit on u KEKW
panda8055,#jinnytty,if anyone make monkey youtube link monkey sound they will attack !
simonqc36,#jinnytty,not pandemic yet
purpiedrank,#loltyler1,5v4?
sauveli,#jinnytty,very lethal
gateway22x,#jinnytty,google the photos
blessyoustreamer44,#jinnytty,nah
vaccinatedwith5g,#loltyler1,Sadge end stream?
happyfluffyteddy,#jinnytty,rona is soo 2020
reinhardz7,#jinnytty,"chat is dumb, its not a pandemic"
zoke3,#loltyler1,unbind camera mousewheel YEP
bmx_74,#jinnytty,Shake hand with monkey
nickcartman,#jinnytty,it's deadlier
tone_e,#jinnytty,its like smallpox but not as bad
zmatciao,#jinnytty,omg that is cuute monkey ! :D
sloppysoapyy,#jinnytty,nope
semg007,#jinnytty,jinny run
mischief0u5,#jinnytty,YEP
covidsupreme55,#jinnytty,KKonaW its fake
phillysixers,#jinnytty,YEP another booster shot
jkh310,#jinnytty,원숭이 두창 오늘 뉴스에 나왔어요
bruhzenius,#loltyler1,KEKW
che_paulin5_5,#jinnytty,yes
ashberto,#jinnytty,10% death rate
reeburn,#jinnytty,it has existed forever
jtekprimo2,#jinnytty,spread mostly through sex
realdevi,#jinnytty,yyjPopcorn
windflower,#jinnytty,KappaPride monkepox
dezure,#jinnytty,it leaves permanenet scars
craggycoat,#jinnytty,I think twitch con will be cancelled Sadge
driver1036,#jinnytty,std
skysage,#jinnytty,its from teng teng
dem0nicus,#jinnytty,in europe and america
mr_natterjack,#jinnytty,Evil monkeys
robop08,#jinnytty,Some people in Chet paranoid about monkeys
alwaystires,#loltyler1,DOUBTERS KEKW
peter_hexen,#jinnytty,Monkepox makes you go uga buga 🐵
assrichardson,#loltyler1,KEKW
xeminence,#jinnytty,PepeLaugh
stalys_,#loltyler1,ff
jo_baba_,#loltyler1,??????
syrup_lychee,#jinnytty,Europe travel plan PepeLaugh
izorgon,#jinnytty,monkaW monkeys
aldomondo,#jinnytty,its not that bad but they will make it seem so
min0359,#loltyler1,OMEGALUL
thegrimmmy,#jinnytty,nope it's not as contagious as cobid
alicopter,#loltyler1,KEKW
kurohawk123,#jinnytty,it is like chickenpox but worse
maris192,#jinnytty,KUKW
ugworm_,#jinnytty,BAAAAAAAAT TIME TO BOOOOOST
blackfire6690,#jinnytty,Spreading fast
karaliuzas,#loltyler1,Pog
zastavotft,#loltyler1,5v4 doubters KEKW
boubou92350,#loltyler1,pugPls
cracious9,#jinnytty,tik tok > actual world news
1jijing1,#loltyler1,free win ??? PogU ?
poleewag,#loltyler1,no hook
precisionglock43,#jinnytty,Sadge
xkey,#loltyler1,LUL
ibiie,#jinnytty,yyjSmog
premixclamp67,#jinnytty,Sadge
totalforsberg,#jinnytty,monkey pox just flew over my house
salvador_dalek,#jinnytty,Mainly spread by rats
flygonjinnnn,#loltyler1,Freebie? Pog
xeonetta,#jinnytty,monkaW
gut_drinker,#loltyler1,@PredatorAcerZ Sadge
hauzser,#jinnytty,theres vaccines for it already
snappygr,#jinnytty,not as contageous
devi_09,#loltyler1,Gigachad SA ELA SA TIDDY SOLO LANE
happyfluffyteddy,#jinnytty,it's 2022 we need something new
colonelmetro,#loltyler1,@PredatorAcerZ NotLikeThis
tagwised,#jinnytty,dont touch monkey
draggonflame,#loltyler1,PepeLaugh 👉 BigBrother
ibgm1,#loltyler1,Kaisa is a believer EZ Clap
playlife20,#jinnytty,IT'S LIKE A WOUND OR SOMETHING
tweedybear,#jinnytty,Doesn’t spread much
jerylinnn,#jinnytty,yyjYikes yyjYikes yyjYikes
zay_ih,#jinnytty,yyjPopcorn
sunghoa97828,#jinnytty,치사율이 1%안됨.
malario1999,#loltyler1,REFUND
brmb1,#loltyler1,LUL LUL LUL LUL LUL LUL
k_i_n_d_r_e_d,#loltyler1,Pog
sidadenizc,#loltyler1,AKALI KEKW
heinrizont,#jinnytty,"there is a breakout, but its not decleared as pandemic"
rays88888,#jinnytty,skill full of red dot
cloggsie,#jinnytty,Don't have buttsx and you're good
mafuyui,#loltyler1,BigBrother with that being said lets losed 4v5
zunair77,#loltyler1,!opgg
fossabot,#loltyler1,@Zunair77 https://www.op.gg/summoners/kr/BIG%20TONKA%20T
dat_newt,#loltyler1,you still lose this game thats crazy
meyern3,#jinnytty,PepeLaugh pet them
spectatornox,#jinnytty,less serious than chicken pox
bigbrother_gigachad,#loltyler1,TriDance
newstorycz,#loltyler1,Ignite KEKW throwing once again
awhfy,#jinnytty,Monka
raziel_dsm,#jinnytty,Its no too bad but its not good
sleepmap,#jinnytty,monkeys widepeepoHappy
bruhzenius,#loltyler1,KAISA modCheck
showiz,#loltyler1,??
narcaca,#loltyler1,KEKW
a_money_moose_eu,#jinnytty,Bill gates has been cooking
biglionv2,#loltyler1,?????????
lolika91,#loltyler1,wtf he's live again? how many hours ago did he end last stream?
vaccinatedwith5g,#loltyler1,?
falkensomehowrich,#loltyler1,KEKW 󠀀
narcaca,#loltyler1,OMEGALUL
blue_t_t,#loltyler1,"@blue_T_T Fool, you just gave all your energy to Hercule, Now bigs T gonna lose :("
ip6h,#loltyler1,??????????????????????????
hard_tack,#jinnytty,it will never end
lexirenee24,#jinnytty,LUL LUL
endorama_0,#loltyler1,monkaMEGA Ezreal dmg
che_paulin5_5,#jinnytty,Shit.... I forgot... buy its truth
ronzert,#jinnytty,that's been happening for decades... before you were born
nomaieden,#jinnytty,Mostly in europe
nightlube,#loltyler1,LUL
thebulleyes,#jinnytty,IS IT REAL PAMDEMIC? I WOULD LOVE IT
cubball,#loltyler1,monkaMEGA 👉 🌵
akur2,#jinnytty,YEP just dont fuck the monkeys and you will be fine
elec2ro,#loltyler1,oof
nickcartman,#jinnytty,it's not as contageous
yvan_nix,#jinnytty,they just want to make more money scamming the world
salmonmakirolls,#jinnytty,sadKEK more pandemic
realdevi,#jinnytty,yyjPopcorn 󠀀
digital_donger,#jinnytty,:tf: phone charger?
bloodmatch,#jinnytty,@jinnytty there are cases in uk but its not regarded as a pandemic
awhfy,#jinnytty,monkaLaugh
mischief0u5,#jinnytty,PepeLaugh going for quarantine
valakino,#loltyler1,KEKW  󠀀
balanarxt,#jinnytty,someone fuck a monkey i think
davidrich,#loltyler1,prxGasm
aubdawggy,#loltyler1,AYAYA tyler1O
soyjosuear,#loltyler1,oye cara de culo
xiaolu87,#jinnytty,just take another vaccine shot PepeLaugh
al_alfin,#jinnytty,there are lyingg
jalum1,#loltyler1,BIG T SMALL BRAIN
che_paulin5_5,#jinnytty,"Yes, yes"
ilysha_sladkiy,#loltyler1,!rank
draggonflame,#loltyler1,KEKW
strasiat,#jinnytty,🙊wtf
slyyeagerist,#jinnytty,10/10
parvustitum,#loltyler1,gachiBASS
thegrimmmy,#jinnytty,it's not
pennaethhh,#loltyler1,!rank
law_eth,#jinnytty,PogO ok
ibexbruh,#jinnytty,wiki dono
realdevi,#jinnytty,peepoTalk
zay_ih,#jinnytty,peepoTalk
yeurtwitchingmeighboar,#jinnytty,PogO ok
michaeltth,#jinnytty,peepoTalk
shard_of_night,#loltyler1,!rank
tenchu42,#jinnytty,peepoTalk
thegrimmmy,#jinnytty,this dono..
jondoni,#jinnytty,its nothing
jotyma,#loltyler1,boom
pelmi,#jinnytty,peepoTalk
fossabot,#loltyler1,"@Shard_of_Night, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
sismisman,#loltyler1,!followage
fat7cat7,#jinnytty,peepoTalk
haruiswaifu,#jinnytty,peepoTalk 󠀀
hompell,#jinnytty,PogO
james_broken_heart,#jinnytty,monkaW
spidahkii,#jinnytty,is everything still in ur bag
wikedlyrics,#jinnytty,PogO copy paste andy
visualasthma,#jinnytty,DansGame
realdevi,#jinnytty,peepoTalk 󠀀
twentyonedegrees,#jinnytty,peepoTalk
alwaystires,#loltyler1,DOUBTERS CAN SUCK MY W
kczhao,#jinnytty,Sadge
elegs,#jinnytty,peepoTalk
grimgorgri,#jinnytty,ok but who asked
chogathateherout,#jinnytty,NODDERS
justmattaus,#loltyler1,W incoming
jeffrey6301,#jinnytty,peepoTalk
kapiceer_,#loltyler1,!opgg
skysage,#jinnytty,peepoTalk
fossabot,#loltyler1,@kapiceer_ https://www.op.gg/summoners/kr/BIG%20TONKA%20T
e90o,#loltyler1,@blue_T_T life isnt fair
jetjelly,#jinnytty,Phones all accounted for?
m00min,#jinnytty,kiss the monkey x
drewtronic,#jinnytty,PogO monkey pox
badnewsphil,#jinnytty,yyjW
gammler12345,#jinnytty,rageW chat i asked
donul,#loltyler1,!followage
dam________,#jinnytty,yyjCard
suprcookie,#jinnytty,PogO k
mesh_17,#jinnytty,peepoTalk
liangyunn,#loltyler1,BigBrother kaisa is a doubter
kimdiggy,#jinnytty,D OMEGALUL N OMEGALUL
asdjkiw922,#loltyler1,!title
nightbot,#loltyler1,"Donul has been following loltyler1 for 5 years, 8 months, 1 week, 3 days, 21 hours, 17 minutes, 12 seconds"
millennialgodfather,#jinnytty,@shawty3509 never learnt
nightbot,#loltyler1,@asdjkiw922 -> Current Stream Title: AHHAHA HE GONED INSANED !?!? ? always be this way just now go EXTREME ! CANS TAKE OVER ? WELL LET SEE !!!!!!!
khida,#jinnytty,legssss
loveminzhen,#jinnytty,peepotalk
miraiii666,#jinnytty,BOOBA
broodjeharing,#jinnytty,ok dono
unitedspace,#jinnytty,Feed monkey
twentyonedegrees,#jinnytty,lecture time
bennymiaka,#jinnytty,monkaW
nurameir,#jinnytty,YEP
endorama_0,#loltyler1,YEP WIENER
reowmeow,#jinnytty,PogO
hompell,#jinnytty,PogO google andy
kurohawk123,#jinnytty,yyjG
stadiapropants,#jinnytty,ddashSW ddashSW
noshizm8,#jinnytty,peepoTalk
xeonetta,#jinnytty,NODDERS true
aahniky,#jinnytty,yyjG yyjG
frametip,#loltyler1,AYAYA WEEBS AYAYA WEEBS AYAYA WEEBS AYAYA WEEBS
theorange_13th,#jinnytty,ohno
ciaco12,#loltyler1,where  is the enemy adc? is it 4v5?
logiclv23,#jinnytty,who asked
pexelie,#loltyler1,MercyWing1 AYAYA MercyWing2
cadzz04,#jinnytty,BOBA
exfiberoptics50,#jinnytty,from africa aha
reggiesroom,#loltyler1,M.D.Chick
mattakuuuu,#jinnytty,OkayChamp
muzdiema,#jinnytty,OFFLINECHAT
flygonjinnnn,#loltyler1,Could this be the start of winners queue? YEP
hompell,#jinnytty,monkaW oh no?
james_broken_heart,#jinnytty,NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis NotLikeThis
artificial_kind,#jinnytty,monkaW patient zero 👉 PogJamp !
haruiswaifu,#jinnytty,tiktok music LULW
caliboy666,#jinnytty,True
jayhilaneh,#jinnytty,its a gachiW virus
voidscope,#loltyler1,Pog
endorama_0,#loltyler1,Pog
crashman17,#jinnytty,"Check your backpack for your belongings, please"
reowmeow,#jinnytty,research andys
meyern3,#jinnytty,pepeMeltdown oh no nononono
tagwised,#jinnytty,Don't touch your eyes
tachi2,#loltyler1,!uptime
zmatciao,#jinnytty,this monkey is healthy..
alfastorm308,#loltyler1,clean
aahniky,#jinnytty,oh no oh noooo
aemiom,#loltyler1,⚡ ⚡ ⚡ HandsUp
valakino,#loltyler1,prxGasm
v2ran,#jinnytty,CRINGE
blackmarketzyra,#loltyler1,EZ Clap
kipseu,#jinnytty,NO MONKEYPOX IN MSIA YET YEP
frink108,#jinnytty,oh no
nightbot,#loltyler1,Stream uptime: 1 hour 30 minutes 12 seconds
hansumaruh,#loltyler1,prxGasm
kloud7_,#jinnytty,LUL oh no
dixgo,#jinnytty,dixgoM monke
txxshi,#jinnytty,It's only fluids at this point.
skoobitybop,#loltyler1,@loltyler1 whats the workout split look like?
inckrisz,#loltyler1,!opgg
michaeltth,#jinnytty,BOBA
fossabot,#loltyler1,@Inckrisz https://www.op.gg/summoners/kr/BIG%20TONKA%20T
ashkill7200,#loltyler1,prxGasm
kalash93,#loltyler1,Pog
thejahhoki,#loltyler1,pog
happyfluffyteddy,#jinnytty,monke
fu__hua,#loltyler1,prxGasm
highmskat,#loltyler1,highmsGOOD highmsGOOD highmsGOOD highmsGOOD
strasiat,#jinnytty,oh nyo
nguyenjaz,#loltyler1,cringeeeeeee
peter_hexen,#jinnytty,YEP
streamelements,#jinnytty,Enjoying the stream? Subscribe to support the channel! https://www.twitch.tv/subs/jinnytty
gammler12345,#jinnytty,tiktok song
visualasthma,#jinnytty,Goblina gonna eat
acalmie,#loltyler1,prxGasm
bagoftrash212,#loltyler1,tarzWut
bmx_74,#jinnytty,Shake hand with monkey jinny
newstorycz,#loltyler1,"ok, got 1 kill from a 3man, big plays"
skysage,#jinnytty,NODDERS
e90o,#loltyler1,xD
blue_t_t,#loltyler1,Still losable :
dave_byte,#jinnytty,no botanical gardens?
sp3dy_,#jinnytty,vanlopezNO vanlopezNO vanlopezNO vanlopezNO vanlopezNO vanlopezNO
akiovuadan,#loltyler1,hi little man
chadsushi,#jinnytty,Kek Lok Si Temple night stream ?
artificial_kind,#jinnytty,timing
jayhilaneh,#jinnytty,POGGING
bhmonkey,#loltyler1,!rank
alan_sphincter,#loltyler1,prxGasm
aahniky,#jinnytty,yyjWiggle yyjWiggle yyjWiggle
billyyoung13,#loltyler1,!rank
fossabot,#loltyler1,"@bhmonkey, ACCOUNTS: BIG TONKA T is currently Master I 60 LP"
snappygr,#jinnytty,tiktok song
pittho,#loltyler1,c'mon karma c'moooooon
endorama_0,#loltyler1,monkaMEGA
existenceofenigmas,#jinnytty,ok
valakino,#loltyler1,monkaW
mister_saha,#jinnytty,jinny loves monkey
abamzeemo,#jinnytty,SHOWER STREAM WHEN
piictureperfect,#loltyler1,hahaha
xiangkekleo,#jinnytty,sadKEK
darkmelon2,#jinnytty,uber or grab ?
sloshypants,#loltyler1,KEKW
xeminence,#jinnytty,wonder how u smell today PepeLaugh
hcipro,#jinnytty,"It's sexually transmitted, you're safe guys"
jin_unko,#loltyler1,!rank
